Year,Month,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Aquaculture Management Unit,Sample Type,Incident Date,Number of Pens Sampled,Average L. salmonis motiles per fish,Average L. salmonis females per fish,Average chalimus per fish,Average caligus per fish,Comments,Year Class
2020,July,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,2020-07-01,3,0.2,0.116666667,0.066666667,0.016666667,n/a,2
2020,July,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,2020-07-06,2,0.7,0.275,0.525,0.275,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2020,July,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,2020-07-15,3,0.566666667,0.266666667,0.45,0.266666667,n/a,2
2020,July,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,2020-07-20,2,0.875,0.4,1.2,0.025,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2020,July,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,2020-07-30,3,1.133333333,0.366666667,2.016666667,0.65,n/a,2
2020,July,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,2020-07-05,3,0.933333333,0.466666667,0.133333333,0.2,n/a,1
2020,July,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,2020-07-12,3,1.2,0.616666667,0,0.116666667,n/a,1
2020,July,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,2020-07-19,3,1.166666667,0.666666667,0.233333333,0.3,n/a,1
2020,July,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,2020-07-28,3,1.166666667,0.65,0,0.1,n/a,1
2020,July,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Threshold exceedance,2020-07-12,2,4.4,1.425,5.725,4.25,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
2020,July,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Pre-treatment,2020-07-23,1,5.05,2.5,1.2,0.3,Mechanical removal treatment; Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
2020,July,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,Post mechanical removal or bath treatment,2020-07-23,2,0,0,0,0,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
2020,July,380,MOWI Canada West,Sonora Point,50.42362,-125.30517,Discovery Islands,Routine monitoring,2020-07-09,2,1.4,0.7,0.65,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2020,July,380,MOWI Canada West,Sonora Point,50.42362,-125.30517,Discovery Islands,Routine monitoring,2020-07-14,3,2.533333333,1.05,2.433333333,0.333333333,n/a,2
2020,July,380,MOWI Canada West,Sonora Point,50.42362,-125.30517,Discovery Islands,Routine monitoring,2020-07-21,2,2.725,1.3,4.925,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2020,July,380,MOWI Canada West,Sonora Point,50.42362,-125.30517,Discovery Islands,Routine monitoring,2020-07-28,3,2.533333333,1.283333333,9.933333333,0,n/a,2
2020,July,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Post in-feed treatment,2020-07-22,8,2.98125,1.71875,0,0.0125,n/a,2
2020,July,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Routine monitoring,2020-07-29,2,4.775,2.8,0,0.15,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2020,July,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Pre-treatment,2020-07-11,8,3.90625,1.75,0.24375,0,Medicinal bath treatment,1
2020,July,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Post mechanical removal or bath treatment,2020-07-14,14,0.089285714,0.055714286,0,0,n/a,1
2020,July,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Post in-feed treatment,2020-07-15,6,2.825,1.141666667,0.016666667,0,n/a,1
2020,July,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Pre-treatment,2020-07-19,6,2.308333333,1.183333333,0.05,0,Medicinal bath treatment,1
2020,July,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Post mechanical removal or bath treatment,2020-07-24,10,0.198,0.178,0,0,n/a,1
2020,July,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Threshold exceedance; Post in-feed treatment,2020-07-21,6,4.041666667,1.866666667,0.016666667,0.016666667,n/a,1
2020,July,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Pre-treatment,2020-07-25,6,2.466666667,1.366666667,0.033333333,0,Medicinal bath treatment,1
2020,July,1079,Grieg Seafood BC,Steamer,49.88761,-126.79088,Esperanza Inlet,Post mechanical removal or bath treatment,2020-07-31,11,0.061818182,0.052727273,0,0,n/a,1
2020,July,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Post mechanical removal or bath treatment,2020-07-02,2,0.72,0.45,0.35,0.1,Sampling methodology does not meet requirements outlined in licence conditions (harvesting),2
2020,July,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Routine monitoring,2020-07-01,3,2.233333333,0.4,0.95,0,n/a,2
2020,July,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Routine monitoring,2020-07-05,3,1.683333333,0.3,0.25,0,n/a,2
2020,July,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Fallow,n/a
2020,July,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,2020-07-01,3,1.6,0.566666667,5.566666667,4.983333333,n/a,1
2020,July,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,2020-07-08,3,1.516666667,0.516666667,6.266666667,4.316666667,n/a,1
2020,July,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,2020-07-15,3,2.6,1.116666667,5.05,5.666666667,n/a,1
2020,July,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,2020-07-22,3,1.883333333,0.65,9.933333333,4.35,n/a,1
2020,July,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Threshold exceedance,2020-07-30,8,6.48125,2.9,15.6625,7.4,Management action planned (In-feed treatment),1
2020,July,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,Port Hardy,Pre-treatment,2020-07-06,4,2.7375,0.5625,36.0125,5.9875,Non-medicinal bath treatment,1
2020,July,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,Port Hardy,Post mechanical removal or bath treatment,2020-07-14,4,0.7125,0.1375,0.325,1.625,n/a,1
2020,July,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,Port Hardy,Threshold exceedance; Pre-treatment,2020-07-21,10,4.26,0.875,51.945,8.255,Non-medicinal bath treatment,1
2020,July,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Routine monitoring,2020-07-13,2,1.425,0.375,10.6,0.85,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2020,July,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Routine monitoring,2020-07-21,3,0.316666667,0.166666667,37.5,0.683333333,n/a,1
2020,July,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Routine monitoring,2020-07-28,2,3.1,0.775,10.675,2.6,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2020,July,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,2020-07-02,3,0.616666667,0.166666667,10.08333333,0.283333333,n/a,2
2020,July,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,2020-07-09,3,1.233333333,0.416666667,9.033333333,1.083333333,n/a,2
2020,July,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,2020-07-17,3,1.416666667,0.516666667,4.866666667,1.716666667,n/a,2
2020,July,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,2020-07-24,3,1.8,0.783333333,17.85,2.5,n/a,2
2020,July,1350,MOWI Canada West,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,2020-07-03,3,0.116666667,0.033333333,0.433333333,0,n/a,2
2020,July,1350,MOWI Canada West,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,2020-07-09,3,0.183333333,0.116666667,1.616666667,0,n/a,2
2020,July,1350,MOWI Canada West,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,2020-07-16,3,0.2,0.083333333,0.416666667,0.116666667,n/a,2
2020,July,1350,MOWI Canada West,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,2020-07-24,3,0.733333333,0.416666667,11.66666667,0.2,n/a,2
2020,July,1350,MOWI Canada West,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,2020-07-29,3,0.983333333,0.416666667,3.4,0.166666667,n/a,2
2020,July,1338,MOWI Canada West,Mahatta East,50.474562,-127.787808,Quatsino Sound,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Fallow,n/a
2020,July,1238,MOWI Canada West,Mahatta West,50.4691416,-127.835771,Quatsino Sound,Routine monitoring,2020-07-06,2,1.825,1.175,0.45,0.275,Sampling methodology does not meet requirements outlined in licence conditions (harvesting),2
2020,July,1237,MOWI Canada West,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Fallow,n/a
2020,July,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,Routine monitoring,2020-07-07,3,1.216666667,0.733333333,0.033333333,0,n/a,2
2020,July,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,Routine monitoring,2020-07-21,3,1.633333333,0.766666667,0.066666667,0.066666667,n/a,2
2020,July,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Routine monitoring,2020-07-12,2,1.075,0.625,0.125,0.025,Sampling methodology does not meet requirements outlined in licence conditions (harvesting),2
2020,July,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Routine monitoring,2020-07-25,2,0.85,0.425,0,0,Sampling methodology does not meet requirements outlined in licence conditions (harvesting),2
2020,July,303,MOWI Canada West,Glacial Creek,50.01008,-123.90241,Sunshine Coast,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (broodstock in spawning year),Brood
2020,July,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Post in-feed treatment,2020-07-10,5,0.39,0.22,0,0,n/a,2
2020,July,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Routine monitoring,2020-07-29,3,0.216666667,0.45,0,0,n/a,2
2020,July,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,Sunshine Coast,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not performed (poor environmental conditions),2
2020,July,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Routine monitoring,2020-07-29,3,0.166666667,0.366666667,0.133333333,0,n/a,2
2020,August,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,2020-08-02,3,0.033333333,0,0,0,n/a,Brood
2020,August,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,2020-08-09,3,0.116666667,0.016666667,0,0,n/a,Brood
2020,August,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,2020-08-16,3,0.1,0.033333333,0,0,n/a,Brood
2020,August,458,Cermaq Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,2020-08-24,2,0.075,0,0,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",Brood
2020,August,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,2020-08-04,2,0.125,0.05,0,0.05,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2020,August,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,2020-08-11,3,0.166666667,0.033333333,0,0,n/a,1
2020,August,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,2020-08-18,2,0.2,0,0.05,0.025,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2020,August,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,2020-08-25,3,0.3,0,0,0,n/a,1
2020,August,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Routine monitoring,2020-08-05,2,0.575,0.325,0,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2020,August,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Routine monitoring,2020-08-13,3,0.65,0.45,0,0.016666667,n/a,2
2020,August,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Routine monitoring,2020-08-18,2,0.375,0.275,0,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2020,August,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Routine monitoring,2020-08-27,3,0.433333333,0.2,0.05,0.1,n/a,2
2020,August,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,2020-08-02,3,0,0,0,0,n/a,1
2020,August,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,2020-08-09,3,0,0,0,0,n/a,1
2020,August,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,2020-08-16,3,0,0,0,0,n/a,1
2020,August,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,2020-08-23,3,0,0,0,0,n/a,1
2020,August,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Pre-treatment,2020-08-01,8,2.19375,0.775,4.6,0.3875,Mechanical removal treatment,2
2020,August,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Post mechanical removal or bath treatment,2020-08-07,3,0.273333333,0.126666667,2.486666667,0.026666667,n/a,2
2020,August,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Routine monitoring,2020-08-14,2,3.075,1.075,1.95,0.375,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2020,August,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Pre-treatment,2020-08-15,8,2.83125,0.90625,1.98125,0.7875,In-feed treatment,2
2020,August,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Routine monitoring,2020-08-19,3,0.033333333,0,0,0,n/a,1
2020,August,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Fallow,n/a
2020,August,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Routine monitoring,2020-08-06,2,0.1,0.05,0.55,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2020,August,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Routine monitoring,2020-08-14,3,0.1,0.016666667,0,0.05,n/a,2
2020,August,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Routine monitoring,2020-08-19,2,0,0,0,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
2020,August,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Routine monitoring,2020-08-28,3,0,0,0,0,n/a,2
2020,August,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,Routine monitoring,2020-08-09,3,0.033333333,0,0,0,n/a,1
2020,August,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,Post in-feed treatment,2020-08-18,6,0.016666667,0.008333333,0,0.008333333,n/a,1
2020,August,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,Routine monitoring,2020-08-24,3,0,0,0,0,n/a,1
2020,August,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,Routine monitoring,2020-08-31,3,0,0,0.016666667,0.033333333,n/a,1
2020,August,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,2020-08-04,3,0.016666667,0.016666667,0,0,n/a,1
2020,August,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,2020-08-10,3,0.016666667,0,0,0,n/a,1
2020,August,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,2020-08-17,3,0,0,0,0,n/a,1
2020,August,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,2020-08-24,2,0.05,0.05,0,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2020,August,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,2020-08-24,3,0.033333333,0.033333333,0.016666667,0,n/a,1
2020,August,7273,Grieg Seafood BC,Tsa-ya,50.6133,-126.33073,Broughton Archipelago,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (<4 pens),1
2020,August,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,Broughton Archipelago,Routine monitoring,2020-08-19,3,0.15,0.016666667,0,0.033333333,n/a,1
2020,August,1335,Cermaq Canada,Wehlis Bay,50.8641,-126.92374,Broughton Archipelago,Post in-feed treatment,2020-08-09,8,0.05625,0.0125,0.0125,0.04375,n/a,1
2020,August,1335,Cermaq Canada,Wehlis Bay,50.8641,-126.92374,Broughton Archipelago,Routine monitoring,2020-08-16,3,0.066666667,0.033333333,0,0.083333333,n/a,1
2020,August,1335,Cermaq Canada,Wehlis Bay,50.8641,-126.92374,Broughton Archipelago,Routine monitoring,2020-08-23,3,0.016666667,0.016666667,0,0,n/a,1
2020,August,1335,Cermaq Canada,Wehlis Bay,50.8641,-126.92374,Broughton Archipelago,Routine monitoring,2020-08-30,3,0.066666667,0.05,0.166666667,0.016666667,n/a,1
2020,August,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Routine monitoring,2020-08-05,3,2.55,0.783333333,9.75,2.516666667,n/a,1
2020,August,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Routine monitoring,2020-08-12,2,6.45,1.925,7.45,2.275,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2020,August,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Routine monitoring,2020-08-20,3,2.35,1,0.8,0.883333333,n/a,1
2020,August,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Routine monitoring,2020-08-24,2,3.5,1.175,0.125,0.25,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2020,August,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Threshold exceedance; Pre-treatment,2020-08-28,6,3.541666667,1.3,1.166666667,0.2,Non-medicinal bath treatment,1
2020,August,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Post mechanical removal or bath treatment,2020-08-31,6,0.916666667,0.358333333,0.016666667,0.016666667,n/a,1
2020,August,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Fallow,n/a
2020,August,7713,MOWI Canada West,Cougar,52.71993,-128.57432,Central Coast,Routine monitoring,2020-08-04,3,0.433333333,0.2,0.216666667,0,n/a,2
2020,August,7713,MOWI Canada West,Cougar,52.71993,-128.57432,Central Coast,Routine monitoring,2020-08-16,3,0.7,0.25,0,0.066666667,n/a,2
2020,August,7713,MOWI Canada West,Cougar,52.71993,-128.57432,Central Coast,Routine monitoring,2020-08-22,3,0.366666667,0.116666667,0.033333333,0.033333333,n/a,2
2020,August,7713,MOWI Canada West,Cougar,52.71993,-128.57432,Central Coast,Routine monitoring,2020-08-27,3,0.55,0.183333333,0.416666667,0,n/a,2
2020,August,1895,MOWI Canada West,Sheep Passage,52.79609,-128.31093,Central Coast,Routine monitoring,2020-08-05,3,0.666666667,0.316666667,0.1,0.183333333,n/a,1
2020,August,1895,MOWI Canada West,Sheep Passage,52.79609,-128.31093,Central Coast,Routine monitoring,2020-08-10,3,1.1,0.7,0.033333333,0.2,n/a,1
2020,August,1895,MOWI Canada West,Sheep Passage,52.79609,-128.31093,Central Coast,Routine monitoring,2020-08-19,3,0.516666667,0.166666667,0,0.166666667,n/a,1
2020,August,1895,MOWI Canada West,Sheep Passage,52.79609,-128.31093,Central Coast,Routine monitoring,2020-08-25,3,1.016666667,0.55,0.083333333,0.05,n/a,1
2020,August,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Threshold exceedance; Pre-treatment,2020-08-03,8,3.025,1.36875,2.76875,5.19375,In-feed treatment,1
2020,August,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Routine monitoring,2020-08-20,3,2.716666667,1.45,0,0.033333333,n/a,1
2020,August,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Routine monitoring,2020-08-25,3,3,1.65,0,0,n/a,1
2020,August,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,Post in-feed treatment,2020-08-02,10,0.665,0.33,0.03,0.01,n/a,1
2020,August,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,Routine monitoring,2020-08-09,3,0.35,0.183333333,0.016666667,0,n/a,1
2020,August,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,Routine monitoring,2020-08-16,3,0.183333333,0.066666667,0,0.016666667,n/a,1
2020,August,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,Routine monitoring,2020-08-26,3,0.366666667,0.183333333,0.016666667,0.016666667,n/a,1
2020,August,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,Routine monitoring,2020-08-31,2,0.375,0.1,0.05,0,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
2020,August,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Routine monitoring,n/a,0,n/a,n/a,n/a,n/a,Count(s) not required (harvesting),2
2020,August,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Routine monitoring,2020-08-03,3,1.75,1.083333333,0.166666667,0.033333333,n/a,2
2020,August,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Routine monitoring,2020-08-10,3,1.75,0.816666667,0.15,0,n/a,2
2020,August,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Routine monitoring,2020-08-19,3,2.15,1.6,0.033333333,0,n/a,2
2020,August,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Threshold exceedance,2020-08-27,3,4.8,3.283333333,0.283333333,0,Harvesting,2
2020,August,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Routine monitoring,2020-08-02,3,0.6,0.45,0,0,n/a,1
2020,August,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Routine monitoring,2020-08-09,3,0.533333333,0.383333333,0,0.066666667,n/a,1
2020,August,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Routine monitoring,2020-08-16,3,0.283333333,0.183333333,0,0.016666667,n/a,1
2020,August,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Routine monitoring,2020-08-26,3,0.416666667,0.25,0,0.05,n/a,1
2020,August,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Pre-treatment,2020-08-10,11,2.677272727,1.409090909,0.122727273,0.495454545,Medicinal bath treatment,2
2020,August,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Post mechanical removal or bath treatment,2020-08-13,11,0.238181818,0.191818182,0.011818182,0.055454545,n/a,2
2020,August,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Routine monitoring,2020-08-02,3,2.566666667,1.616666667,0.016666667,0.333333333,n/a,2
2020,August,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Routine monitoring,2020-08-09,3,2.416666667,1.583333333,0.766666667,0,n/a,2
2020,August,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Pre-treatment,2020-08-14,8,2.575,1.51875,1.13125,0.3625,Mechanical removal treatment,2
2020,August,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Post mechanical removal or bath treatment,2020-08-15,8,0.4625,0.3625,1.96875,0.04375,n/a,2
2020,August,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Routine monitoring,2020-08-24,3,0.316666667,0.233333333,0.116666667,0.166666667,n/a,2
2020,August,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Routine monitoring,2020-08-30,3,0.583333333,0.483333333,0.216666667,0.433333333,n/a,2
2020,August,790,MOWI Canada West,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Routine monitoring,2020-08-04,3,1.233333333,0.216666667,14.23333333,0.216666667,n/a,1
2020,August,790,MOWI Canada West,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Threshold exceedance,2020-08-10,6,7.616666667,3.708333333,9.091666667,4.6,Management action planned (In-feed treatment),1
2020,August,790,MOWI Canada West,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Pre-treatment,2020-08-29,6,15.34166667,3.05,17.9,0.641666667,In-feed treatment,1
2020,August,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Follow-up,2020-08-01,7,4.814285714,1.385714286,8.242857143,2.871428571,Management action planned (Mechanical removal treatment),1
2020,August,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Follow-up,2020-08-07,3,3.616666667,0.866666667,4.733333333,3.266666667,Management action planned (Mechanical removal treatment),1
2020,August,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Pre-treatment,2020-08-27,10,8.395,2.785,8.315,2.665,In-feed treatment,1
2020,August,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Islands,Follow-up,2020-08-01,5,8.45,3.68,7.14,0.62,Management action planned (Non-medicinal bath treatment),2
