facility_id,year,month,day,fish_selected,num_pens_sampled,chalimus_ab,lep_motile_ab,lep_af_ab,cal_motile_ab,sample_type,comments
73,2019,9,16.0,,3,0.35,0.5167,0.2167,0.2667,Routine monitoring,
73,2019,9,29.0,,3,1.3,5.0333,2.4167,0.7333,Threshold exceedance,Harvest pending
92,2019,9,16.0,,2,0.4,7.7,4.275,1.175,Routine monitoring,"Harvesting; Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
117,2019,9,4.0,,3,3.6667,2.5,0.9833,2.6167,Routine monitoring,
117,2019,9,11.0,,2,2.5,2.875,0.425,2.2,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
117,2019,9,19.0,,3,1.7333,4.45,1.5,2.1667,Threshold exceedance,Management action planned (Non-medicinal bath treatment)
117,2019,9,28.0,,2,2.825,4.2,2.05,1.1,Routine monitoring,"Management action planned (Non-medicinal bath treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
131,2019,9,,,0,,,,,Routine monitoring,Fallow
141,2019,9,9.0,,3,2.2333,5.9833,2.1167,0.2833,Routine monitoring,Harvesting; Bi-weekly counts
141,2019,9,22.0,,3,4.1667,7.7667,2.3833,1.2167,Pre-treatment,Management action planned (In-feed treatment)
148,2019,9,,,0,,,,,Routine monitoring,Fallow
166,2019,9,27.0,,3,0.0767,0.29,0.1567,0.0233,Routine monitoring,
7,2019,9,12.0,,3,0.05,6.7333,3.8567,0.0,Threshold exceedance,Management action planned (In-feed treatment)
7,2019,9,28.0,,3,0.8,9.85,5.6833,0.0,Routine monitoring,Management action planned (In-feed treatment)
37,2019,9,14.0,,3,0.0333,10.45,6.4167,0.0,Routine monitoring,Bi-weekly counts
37,2019,9,29.0,,3,0.7833,13.15,9.1167,0.0,Routine monitoring,Bi-weekly counts
72,2019,9,3.0,,3,0.0,3.0167,1.2167,0.0,Threshold exceedance,Management action planned (In-feed treatment)
72,2019,9,18.0,,3,0.2,4.3333,1.7833,0.0,Routine monitoring,Management action planned (In-feed treatment)
108,2019,9,15.0,,3,4.7667,10.6167,9.4833,0.0,Routine monitoring,Bi-weekly counts
108,2019,9,29.0,,3,6.0833,8.0833,7.7,0.0,Routine monitoring,Bi-weekly counts
174,2019,9,13.0,,3,0.0,4.1667,3.1333,0.0,Routine monitoring,Bi-weekly counts
174,2019,9,29.0,,3,0.0333,5.8833,4.3667,0.0,Routine monitoring,Bi-weekly counts
15,2019,9,,,0,,,,,Routine monitoring,Fallow
52,2019,9,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
53,2019,9,4.0,,3,5.4333,2.1667,0.95,0.5333,Routine monitoring,
53,2019,9,11.0,,3,4.9,4.05,2.2833,1.0667,Threshold exceedance,Harvest pending
53,2019,9,18.0,,3,10.5667,5.8,3.5833,1.85,Routine monitoring,Harvest pending
53,2019,9,27.0,,3,6.7,3.85,2.05,1.0167,Routine monitoring,Harvest pending
67,2019,9,2.0,,3,0.0,0.7,0.3333,0.0,Routine monitoring,
67,2019,9,8.0,,3,0.0333,0.5,0.1833,0.0,Post in-feed treatment,
102,2019,9,28.0,,3,0.0,0.1333,0.0,0.1667,Routine monitoring,
130,2019,9,4.0,,3,12.7667,2.0,1.4333,2.7,Routine monitoring,
130,2019,9,11.0,,3,6.7667,2.3167,0.6167,0.8,Routine monitoring,
130,2019,9,18.0,,3,12.2833,3.4667,1.9833,2.6833,Threshold exceedance,Management action planned (In-feed treatment)
130,2019,9,25.0,,3,2.8333,3.45,0.8333,1.1,Pre-treatment,Bi-weekly counts
133,2019,9,11.0,,3,9.6833,7.4667,4.5667,2.3333,Routine monitoring,Harvest pending
133,2019,9,18.0,,3,4.95,9.6333,6.4,0.3833,Routine monitoring,Harvest pending
133,2019,9,29.0,,3,9.1833,4.35,2.65,0.6667,Routine monitoring,Harvest pending
143,2019,9,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
144,2019,9,1.0,,3,0.55,0.8,0.4,0.25,Routine monitoring,
144,2019,9,9.0,,3,0.2333,0.2333,0.1167,0.0,Routine monitoring,
144,2019,9,15.0,,3,0.45,0.7167,0.3333,0.2333,Routine monitoring,
88,2019,9,18.0,,3,1.95,4.2667,0.4167,1.4667,Threshold exceedance,Management action planned (In-feed treatment)
88,2019,9,27.0,,3,0.1,3.6833,1.65,0.25,Routine monitoring,Management action planned (In-feed treatment)
99,2019,9,5.0,,3,1.2,16.7333,5.6667,0.8167,Threshold exceedance,Management action planned (In-feed treatment)
99,2019,9,12.0,,2,0.2,8.85,4.225,0.375,Routine monitoring,"Management action planned (In-feed treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
99,2019,9,22.0,,6,0.7583,18.5333,10.1,0.3417,Pre-treatment,Management action planned (In-feed treatment)
100,2019,9,4.0,,3,0.8167,5.6667,2.1333,0.1833,Threshold exceedance,Management action planned (In-feed treatment)
100,2019,9,11.0,,2,0.15,5.05,1.9,0.45,Routine monitoring,"Management action planned (In-feed treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
100,2019,9,17.0,,3,0.4667,9.1333,4.45,0.4333,Routine monitoring,Management action planned (In-feed treatment)
100,2019,9,25.0,,2,0.2,12.575,5.875,0.125,Routine monitoring,"Management action planned (In-feed treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
107,2019,9,4.0,,3,1.4,9.9,3.6667,0.85,Routine monitoring,Management action planned (In-feed treatment)
107,2019,9,12.0,,2,0.425,13.825,5.7,1.05,Routine monitoring,"Management action planned (In-feed treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
107,2019,9,18.0,,3,0.75,20.4333,7.55,0.2333,Routine monitoring,Management action planned (In-feed treatment)
107,2019,9,27.0,,3,0.1833,22.0833,11.25,0.3833,Pre-treatment,Management action planned (In-feed treatment)
1,2019,9,26.0,,3,0.0,0.55,0.1667,0.0,Routine monitoring,
44,2019,9,27.0,,3,0.0,0.3333,0.0833,0.0,Routine monitoring,
135,2019,9,5.0,,3,0.0167,0.55,0.1833,0.0,Routine monitoring,
59,2019,9,26.0,,2,0.025,0.2,0.05,0.0,Routine monitoring,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens)
165,2019,9,7.0,,3,0.3,0.6,0.25,0.0167,Routine monitoring,
25,2019,10,11.0,,3,0.1233,0.52,0.3333,0.1567,Routine monitoring,
25,2019,10,24.0,,3,0.1033,0.5,0.3,0.1033,Routine monitoring,
45,2019,10,9.0,,3,0.0,0.1567,0.1,0.0,Routine monitoring,
45,2019,10,19.0,,2,0.015,0.285,0.2,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
45,2019,10,24.0,,3,0.0,0.1333,0.1233,0.0,Routine monitoring,
51,2019,10,3.0,,2,0.075,0.55,0.175,0.025,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
51,2019,10,10.0,,3,0.05,0.5833,0.35,0.05,Routine monitoring,
51,2019,10,16.0,,2,0.325,0.5,0.225,0.125,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
51,2019,10,25.0,,3,0.1,0.2833,0.15,0.0333,Routine monitoring,
79,2019,10,2.0,,2,0.025,0.1,0.0,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
79,2019,10,10.0,,3,0.2833,0.2833,0.0833,0.0,Routine monitoring,
79,2019,10,16.0,,2,0.0,0.15,0.025,0.025,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
79,2019,10,26.0,,3,0.0833,0.2,0.0833,0.0,Routine monitoring,
79,2019,10,30.0,,2,0.225,0.4,0.125,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
103,2019,10,11.0,,3,0.1333,1.4667,1.01,0.0233,Routine monitoring,
103,2019,10,24.0,,3,0.2333,0.9533,0.6867,0.01,Routine monitoring,
105,2019,10,7.0,,3,0.0,0.4667,0.1667,0.05,Routine monitoring,
105,2019,10,13.0,,2,0.0,0.65,0.15,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
105,2019,10,21.0,,6,1.5,1.3167,0.65,0.4,Routine monitoring,
105,2019,10,30.0,,2,0.65,1.2,0.35,0.85,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
113,2019,10,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
124,2019,10,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
140,2019,10,3.0,,2,0.025,0.05,0.05,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
140,2019,10,10.0,,3,0.0333,0.1333,0.0167,0.0,Routine monitoring,
140,2019,10,16.0,,2,0.0,0.2,0.025,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
140,2019,10,24.0,,3,0.0667,0.0667,0.0167,0.0,Routine monitoring,
140,2019,10,30.0,,2,0.0,0.25,0.1,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
156,2019,10,6.0,,6,1.0083,3.0083,1.3167,0.4833,Routine monitoring,Bi-weekly counts
156,2019,10,14.0,,3,0.1833,2.3,0.7833,0.1167,Routine monitoring,
156,2019,10,21.0,,2,0.075,1.0,0.525,0.65,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
156,2019,10,29.0,,3,0.0,1.2333,0.4333,0.0,Routine monitoring,
161,2019,10,24.0,,3,0.1833,0.6167,0.3167,0.0,Routine monitoring,
164,2019,10,7.0,,3,0.4167,1.3333,0.3,0.6833,Routine monitoring,
164,2019,10,12.0,,3,1.6833,1.6167,0.5333,0.3333,Routine monitoring,
164,2019,10,16.0,,3,0.2833,2.7167,0.9333,1.0333,Routine monitoring,
164,2019,10,23.0,,3,0.4333,1.7333,0.7333,1.1333,Routine monitoring,
164,2019,10,30.0,,3,1.0167,2.1333,0.65,0.8667,Routine monitoring,Management action planned (Non-medicinal bath treatment)
168,2019,10,2.0,,3,0.6,0.41,0.1933,0.0,Routine monitoring,
168,2019,10,10.0,,3,0.0,0.1333,0.0833,0.0,Routine monitoring,
173,2019,10,1.0,,3,1.0,1.8333,0.7333,0.1667,Routine monitoring,
173,2019,10,7.0,,2,0.2,1.55,0.7,0.075,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
173,2019,10,14.0,,2,0.0,1.225,0.75,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
173,2019,10,23.0,,3,0.0,1.0667,0.5,0.0167,Routine monitoring,
173,2019,10,29.0,,3,0.0,0.85,0.4167,0.0333,Post in-feed treatment,
2,2019,10,5.0,,3,0.9333,9.3333,4.7333,0.6667,Routine monitoring,Bi-weekly counts
2,2019,10,11.0,,3,1.7333,10.3667,4.6167,0.5833,Routine monitoring,Bi-weekly counts
2,2019,10,19.0,,3,3.9333,8.9667,5.6667,0.1333,Routine monitoring,Bi-weekly counts
2,2019,10,26.0,,3,4.3167,8.9667,5.9833,0.3167,Routine monitoring,Bi-weekly counts
42,2019,10,2.0,,2,7.825,15.85,4.4,0.625,Routine monitoring,"Management action planned (In-feed treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
42,2019,10,10.0,,3,7.85,22.5833,6.1333,0.0,Routine monitoring,Management action planned (In-feed treatment)
42,2019,10,16.0,,3,14.2333,26.3667,9.3,0.1667,Routine monitoring,Management action planned (In-feed treatment)
42,2019,10,23.0,,3,12.6167,19.45,11.85,0.3333,Pre-treatment,Management action planned (In-feed treatment)
85,2019,10,7.0,,3,0.0333,0.3167,0.1667,0.0167,Routine monitoring,
12,2019,10,11.0,,3,0.3567,1.2767,0.6567,0.0333,Routine monitoring,
12,2019,10,24.0,,3,0.21,2.3667,1.2667,0.02,Routine monitoring,
19,2019,10,10.0,,3,0.1867,1.8333,1.2233,0.0567,Routine monitoring,
19,2019,10,26.0,,3,0.1533,3.7433,2.0,0.1,Threshold exceedance,Management action planned (Mechanical removal treatment)
50,2019,10,10.0,,3,0.01,6.2567,4.4667,0.0,Routine monitoring,Bi-weekly counts
50,2019,10,28.0,,3,0.9333,3.6233,2.1467,0.0,Post in-feed treatment,Bi-weekly counts
98,2019,10,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
106,2019,10,11.0,,3,0.0767,9.0567,6.29,0.3567,Routine monitoring,Management action planned (Mechanical removal treatment)
106,2019,10,25.0,,3,0.3,6.4767,4.6467,0.3667,Pre-treatment,Management action planned (Mechanical removal treatment)
110,2019,10,11.0,,3,0.0767,0.1333,0.0567,0.02,Routine monitoring,
110,2019,10,27.0,,3,0.0233,0.1333,0.0567,0.0767,Routine monitoring,
134,2019,10,10.0,,3,1.2767,6.2433,3.01,0.2667,Threshold exceedance; Pre-treatment,Management action planned (Mechanical removal treatment)
134,2019,10,25.0,,3,0.2533,2.2,1.2567,0.2233,Post mechanical removal or bath treatment,
139,2019,10,12.0,,3,0.0767,0.1867,0.0867,0.1,Routine monitoring,
139,2019,10,26.0,,3,0.3233,0.31,0.28,0.1667,Routine monitoring,
172,2019,10,14.0,,3,0.1333,0.0533,0.02,0.12,Routine monitoring,
172,2019,10,26.0,,3,0.0667,0.02,0.0,0.0233,Routine monitoring,
3,2019,10,7.0,,3,0.2167,5.5,3.1667,0.8667,Routine monitoring,
3,2019,10,15.0,,3,0.0333,4.8167,3.1333,0.2333,Routine monitoring,
3,2019,10,21.0,,2,0.05,5.375,3.85,0.1,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
3,2019,10,27.0,,3,0.0,2.3667,1.3333,0.7833,Post in-feed treatment,
11,2019,10,4.0,,3,0.4167,4.0,1.9667,0.2333,Threshold exceedance,Management action planned (In-feed treatment)
11,2019,10,19.0,,3,0.3667,4.3,2.15,0.3833,Pre-treatment,Management action planned (In-feed treatment)
23,2019,10,10.0,,3,0.0,0.0667,0.02,2.67,Routine monitoring,
23,2019,10,25.0,,3,0.0333,0.18,0.0,1.99,Routine monitoring,
29,2019,10,,,0,,,,,Routine monitoring,Fallow
73,2019,10,6.0,,2,0.35,3.475,1.5,0.6,Routine monitoring,"Harvesting; Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
73,2019,10,21.0,,3,3.55,14.1167,5.45,1.1,Routine monitoring,Harvesting
73,2019,10,28.0,,2,0.2,9.3,4.275,0.975,Routine monitoring,"Harvesting; Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
92,2019,10,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
117,2019,10,1.0,,3,2.0167,3.0667,1.35,1.9667,Routine monitoring,Management action planned (Non-medicinal bath treatment)
117,2019,10,9.0,,2,1.825,6.825,2.975,1.35,Routine monitoring,"Management action planned (Non-medicinal bath treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
117,2019,10,16.0,,11,1.5364,6.4773,3.5727,0.8273,Pre-treatment,Management action planned (Non-medicinal bath treatment)
117,2019,10,19.0,,10,0.61,1.74,1.13,0.145,Post mechanical removal or bath treatment,
131,2019,10,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
141,2019,10,6.0,,3,2.1,5.4167,1.7167,0.0667,Routine monitoring,Bi-weekly counts
141,2019,10,13.0,,3,0.0667,4.1,1.6667,0.0,Routine monitoring,Bi-weekly counts
141,2019,10,27.0,,3,0.0333,2.1833,1.15,0.1,Routine monitoring,
166,2019,10,12.0,,3,0.0333,0.1233,0.0667,0.0,Post in-feed treatment,
166,2019,10,25.0,,3,0.0333,0.1567,0.08,0.0867,Routine monitoring,
58,2019,10,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
7,2019,10,15.0,,3,1.2033,12.91,7.21,0.0,Routine monitoring,Management action planned (In-feed treatment)
7,2019,10,25.0,,3,0.0,11.6833,6.4833,0.0,Pre-treatment,Management action planned (In-feed treatment)
37,2019,10,8.0,,3,0.1833,17.75,10.4,0.0,Routine monitoring,Bi-weekly counts
37,2019,10,23.0,,3,1.05,15.5667,9.7333,0.0,Pre-treatment,Management action planned (In-feed treatment)
72,2019,10,9.0,,3,0.65,9.8667,5.7,0.0,Routine monitoring,Management action planned (In-feed treatment)
72,2019,10,26.0,,3,0.0,13.9,8.6167,0.0,Pre-treatment,Management action planned (In-feed treatment)
108,2019,10,7.0,,3,0.0,19.25,13.1167,0.0,Routine monitoring,Management action planned (In-feed treatment)
108,2019,10,28.0,,3,0.0,11.3,7.85,0.0,Pre-treatment,Management action planned (In-feed treatment)
174,2019,10,15.0,,3,0.2,10.0,6.5333,0.0,Routine monitoring,Bi-weekly counts
174,2019,10,25.0,,3,0.0,11.6833,7.8333,0.0,Pre-treatment,Management action planned (In-feed treatment)
52,2019,10,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
53,2019,10,2.0,,3,1.85,6.3167,3.8333,0.3333,Routine monitoring,Harvesting
53,2019,10,9.0,,3,0.8333,7.5667,4.5,0.1833,Routine monitoring,Harvesting
53,2019,10,17.0,,3,0.0333,6.1333,4.15,0.0,Routine monitoring,Harvesting
53,2019,10,23.0,,3,3.4333,5.7333,3.2833,0.75,Routine monitoring,Harvesting
102,2019,10,8.0,,2,1.65,0.0,0.0,0.175,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
102,2019,10,11.0,,3,0.0667,0.05,0.0,0.25,Routine monitoring,
102,2019,10,22.0,,3,0.1667,0.1667,0.0,0.25,Routine monitoring,
130,2019,10,3.0,,3,7.25,3.5333,1.65,0.2833,Routine monitoring,Bi-weekly counts
130,2019,10,10.0,,3,0.3333,1.0833,0.45,0.3,Routine monitoring,
130,2019,10,14.0,,3,0.0167,0.7667,0.3167,0.15,Routine monitoring,
130,2019,10,22.0,,3,0.0833,0.55,0.1333,0.0167,Post in-feed treatment,
130,2019,10,28.0,,2,0.05,0.275,0.05,0.275,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
133,2019,10,10.0,,3,2.2,10.5333,7.4833,0.9667,Routine monitoring,Harvesting
133,2019,10,26.0,,3,2.2167,4.9667,3.3667,0.6833,Routine monitoring,Harvesting
143,2019,10,30.0,,3,0.7167,1.0167,0.3,0.05,Routine monitoring,
144,2019,10,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
88,2019,10,5.0,,3,0.0667,17.8167,10.65,0.2667,Routine monitoring,Management action planned (In-feed treatment)
88,2019,10,13.0,,2,0.1,9.225,5.5,0.025,Routine monitoring,"Management action planned (In-feed treatment); Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
88,2019,10,16.0,,3,0.3333,7.9333,2.9333,1.3333,Pre-treatment,Management action planned (In-feed treatment)
88,2019,10,30.0,,4,0.025,4.15,2.2,0.2875,Routine monitoring,Bi-weekly counts
99,2019,10,7.0,,3,0.05,13.5333,5.9333,0.1333,Routine monitoring,Bi-weekly counts
99,2019,10,21.0,,3,0.0167,1.9667,1.1833,0.0,Post in-feed treatment,
100,2019,10,2.0,,3,0.25,8.1167,3.9833,0.3,Routine monitoring,Management action planned (In-feed treatment)
100,2019,10,8.0,,3,0.15,15.5333,8.35,0.0167,Routine monitoring,Management action planned (In-feed treatment)
100,2019,10,16.0,,3,0.0,9.4333,5.55,0.2,Pre-treatment,Management action planned (In-feed treatment)
100,2019,10,31.0,,3,0.05,6.5667,4.0667,0.15,Routine monitoring,Bi-weekly counts
107,2019,10,9.0,,2,0.05,16.425,8.625,0.175,Routine monitoring,"Bi-weekly counts; Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
107,2019,10,17.0,,3,0.0,5.5667,2.7333,0.0,Routine monitoring,Bi-weekly counts
107,2019,10,24.0,,3,0.0,1.6333,0.7833,0.0,Post in-feed treatment,
1,2019,10,24.0,,3,0.0333,0.54,0.3033,0.0,Routine monitoring,
44,2019,10,20.0,,3,0.0,0.3833,0.24,0.08,Routine monitoring,
135,2019,10,27.0,,3,0.0333,0.8667,0.4833,0.05,Routine monitoring,
59,2019,10,27.0,,2,0.075,0.7,0.45,0.1,Routine monitoring,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens)
165,2019,10,9.0,,3,0.1833,1.8167,0.8,0.05,Routine monitoring,
25,2019,11,7.0,,3,0.5767,0.99,0.5767,0.0767,Routine monitoring,
25,2019,11,22.0,,3,0.09,0.4367,0.3333,0.0667,Routine monitoring,
45,2019,11,6.0,,3,0.31,0.2667,0.0767,0.0333,Routine monitoring,
51,2019,11,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
79,2019,11,1.0,,3,0.2833,0.2333,0.05,0.15,Routine monitoring,
79,2019,11,13.0,,2,0.6,0.125,0.0,0.175,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
79,2019,11,21.0,,3,0.3833,0.3333,0.0667,0.3333,Routine monitoring,
79,2019,11,28.0,,2,4.95,0.5,0.125,0.275,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
103,2019,11,8.0,,3,0.19,0.6333,0.5,0.0,Routine monitoring,
103,2019,11,21.0,,3,0.19,1.1667,0.8767,0.0333,Routine monitoring,
105,2019,11,3.0,,3,12.2667,2.1333,1.4833,1.15,Routine monitoring,
105,2019,11,6.0,,2,2.55,0.85,0.6,0.3,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
105,2019,11,13.0,,3,0.3667,0.9833,0.1833,1.5167,Routine monitoring,
105,2019,11,20.0,,2,2.75,0.725,0.45,1.975,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
105,2019,11,27.0,,3,4.2833,2.4667,0.6667,2.15,Routine monitoring,
113,2019,11,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
124,2019,11,19.0,,3,0.3167,0.0,0.0,0.0167,Routine monitoring,
124,2019,11,26.0,,3,0.1667,0.0,0.0,0.0167,Routine monitoring,
140,2019,11,5.0,,3,0.3167,0.1333,0.05,0.05,Routine monitoring,
140,2019,11,13.0,,2,0.125,0.225,0.1,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
140,2019,11,25.0,,2,0.05,0.05,0.0,0.425,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
140,2019,11,27.0,,3,0.0667,0.1167,0.0333,0.0,Routine monitoring,
146,2019,11,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
156,2019,11,5.0,,2,0.025,0.85,0.425,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
156,2019,11,12.0,,3,0.0833,0.85,0.3667,0.0,Post in-feed treatment,
156,2019,11,19.0,,2,0.0,0.55,0.4,0.275,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
156,2019,11,26.0,,3,0.05,0.9833,0.5333,0.0167,Routine monitoring,
161,2019,11,,,0,,,,,Routine monitoring,Count(s) not required (harvesting)
164,2019,11,7.0,,2,1.75,1.95,0.6,0.45,Routine monitoring,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens)
164,2019,11,9.0,,2,0.0,1.1,0.525,0.0,Routine monitoring,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens)
164,2019,11,13.0,,2,0.0,1.325,0.75,0.0,Routine monitoring,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens)
164,2019,11,20.0,,2,0.0,1.225,0.475,0.0,Routine monitoring,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens)
164,2019,11,27.0,,2,0.1,0.875,0.425,0.0,Routine monitoring,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens)
168,2019,11,9.0,,3,0.0,0.5667,0.4167,0.6333,Routine monitoring,
173,2019,11,6.0,,2,0.0,0.775,0.425,0.025,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
173,2019,11,12.0,,2,0.0,0.5,0.225,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
173,2019,11,20.0,,3,0.0,0.4,0.25,0.0,Routine monitoring,
173,2019,11,26.0,,2,0.025,0.875,0.575,0.05,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
2,2019,11,6.0,,3,2.9167,6.95,5.3333,0.0667,Routine monitoring,Bi-weekly counts
2,2019,11,13.0,,3,0.1167,7.4,5.8833,0.0,Routine monitoring,Bi-weekly counts
2,2019,11,19.0,,3,0.0,3.1833,1.9333,0.0,Routine monitoring,Bi-weekly counts
42,2019,11,6.0,,3,13.7667,17.2333,8.7,0.0,Routine monitoring,Bi-weekly counts
42,2019,11,13.0,,3,3.3667,16.15,7.3167,0.0,Routine monitoring,Bi-weekly counts
85,2019,11,6.0,,3,3.0833,1.1833,0.4167,0.0,Routine monitoring,
85,2019,11,20.0,,2,3.35,3.95,1.2,0.55,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
142,2019,11,25.0,,3,0.0,0.0,0.0,0.0,Routine monitoring,
12,2019,11,24.0,,3,0.0767,8.6433,4.9767,0.0433,Threshold exceedance; Pre-treatment,Management action planned (Mechanical removal treatment)
19,2019,11,25.0,,3,0.0,6.0767,3.7567,0.0,Routine monitoring,Management action planned (Mechanical removal treatment)
50,2019,11,7.0,,3,0.0,4.2,2.9233,0.0,Routine monitoring,Bi-weekly counts
50,2019,11,21.0,,3,0.0,4.9567,3.2333,0.01,Routine monitoring,Bi-weekly counts
62,2019,11,,,0,,,,,Routine monitoring,Count(s) not required (<4 pens)
98,2019,11,8.0,,3,0.0667,0.0533,0.0,0.0333,Routine monitoring,
98,2019,11,22.0,,3,0.1533,0.0333,0.01,0.0,Routine monitoring,
106,2019,11,9.0,,3,0.0333,1.81,1.21,0.01,Post mechanical removal or bath treatment,
106,2019,11,21.0,,3,0.0467,2.6233,1.79,0.0533,Routine monitoring,
110,2019,11,10.0,,3,0.0233,0.3433,0.2,0.0333,Routine monitoring,
110,2019,11,21.0,,3,0.0433,0.3667,0.2567,0.2233,Routine monitoring,
134,2019,11,22.0,,3,0.6767,5.39,3.0233,0.02,Threshold exceedance,Management action planned (Mechanical removal treatment)
139,2019,11,9.0,,3,0.52,0.5667,0.5333,0.01,Routine monitoring,
139,2019,11,23.0,,3,0.2567,0.6,0.48,0.0433,Routine monitoring,
172,2019,11,9.0,,3,0.0,0.1433,0.0433,0.0767,Routine monitoring,
172,2019,11,23.0,,3,0.0,0.19,0.0433,0.0433,Routine monitoring,
3,2019,11,4.0,,2,0.0,3.95,2.525,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
3,2019,11,10.0,,3,0.0,3.3,1.6833,0.0,Threshold exceedance,Bi-weekly counts
3,2019,11,19.0,,2,0.0,3.0,1.875,0.0,Routine monitoring,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement"
3,2019,11,24.0,,3,0.0,2.5,1.4667,0.0,Routine monitoring,
11,2019,11,19.0,,3,0.0,0.8333,0.4,0.0,Routine monitoring,
23,2019,11,8.0,,3,0.0667,0.2333,0.0567,1.0033,Routine monitoring,
